CMPD_CHEMBLID,exp,smiles
CHEMBL418226,1.7,CCc1cc(OCc2ccc(cc2)c3ccccc3c4nn[nH]n4)c5CCCCc5n1
CHEMBL2216839,4.01,C[C@@H]1CN(Cc2oc(nn2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)C[C@H](C)O1
CHEMBL507177,2.24,NC(=O)Nc1sc(cc1C(=O)N2CCOCC2)c3ccccc3
CHEMBL290663,1.33,O=C(NCCCN1CCCCC1)C(c2ccccc2)c3ccccc3
CHEMBL471578,2.72,Nc1c(Nc2ccccc2)nc(nc1N3CCOCC3)C#N
CHEMBL224399,2.7,COc1cc(N2CCN(C)CC2)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5
CHEMBL2207805,4,O=C(NCc1occc1)c2ccc3[nH]c(COc4ccc(cc4)C56CC7CC(CC(C7)C5)C6)nc3c2
CHEMBL1831214,2.43,NC(=O)Nc1cc(sc1C(=O)N)c2ccccc2
CHEMBL114868,2.43,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3cccc(NC(=O)C)c3)C(=O)C(F)(F)F
CHEMBL1314022,-.91,CCN(c1ccccc1)c2cc(NC)[n+](C)c(C)n2
CHEMBL1829428,-.04,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ncccc3C(=O)N2Cc4ccccc4
CHEMBL1835919,-.5,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4
CHEMBL244184,3.56,Cc1cnc(Oc2ccc(cc2)n3ccnc3)nc1Oc4ccc5OCOc5c4
CHEMBL489514,2.3,Cc1csc(NC(=O)c2cc(Sc3nncn3C)ccc2N)n1
CHEMBL1956129,2.4,C[C@@](CCc1ccc(cc1)c2ccc(Cl)cc2)(C(=O)NO)S(=O)(=O)C
CHEMBL9967,-.49,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1
CHEMBL2171989,1.79,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccc(cc3)C#N
CHEMBL1337984,3.1,Nc1ccc2nc(sc2c1)c3ccc(O)cc3
CHEMBL2206788,3.5,COCCC(Oc1ncnc2c1cnn2c3ccccc3C(F)(F)F)C(=O)Nc4ccc(C)cn4
CHEMBL1946027,2.65,CCN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4cccc5cccnc45
CHEMBL1807852,1.66,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CC5CC5C4)nc23
CHEMBL2364611,1.71,Cc1cccc(n1)c2nn3CCCc3c2c4ccnc5ccc(cc45)C(=O)N
CHEMBL1493,3.42,CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4
CHEMBL1916260,.69,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)C2CCCC2)c3ccccc3
CHEMBL383235,2.99,CC[C@@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13
CHEMBL6549,1.78,Nc1nc(N)c2cc(Br)ccc2n1
CHEMBL456,.02,CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
CHEMBL1180254,1.1,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(c4ccccc4)c5ccncc5
CHEMBL479,3.76,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1
CHEMBL1933588,-.06,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CCOC4)nc23
CHEMBL253741,3.07,COc1cc(Nc2cc(Nc3c(Cl)ccc4OCOc34)ncn2)cc(OC)c1OC
CHEMBL2179290,3.38,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)C2)C(=O)NC1=O
CHEMBL1773,.67,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O
CHEMBL476578,3.3,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CC[C@H](C4)NC(=O)C)ncc2F
CHEMBL2179271,.22,CC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL2144380,3.16,COc1ccc(cc1OC)c2csc(NC(=O)c3c(C)onc3C)n2
CHEMBL2030440,1.94,CS(=O)(=O)Cc1cc(nc(n1)c2ccccc2)N3CCOCC3
CHEMBL2010853,2.2,CN([C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C
CHEMBL2036777,1.92,CC(C)N1CCN[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1
CHEMBL1076330,2.69,Cn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3
CHEMBL214849,1.28,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC
CHEMBL437501,3.24,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N
CHEMBL181913,2.3,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N
CHEMBL2086660,3.6,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C
CHEMBL1223528,2.13,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4cn[nH]c4
CHEMBL2030807,-.15,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1
CHEMBL1829429,-.14,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3nccnc3C(=O)N2Cc4ccccc4
CHEMBL11032,2.15,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccnc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F
CHEMBL184817,.6,OC(=O)CCn1c2ccccc2c3ccccc13
CHEMBL1388277,3.31,CSc1ncccc1C(=O)NCCc2ccc(Cl)cc2
CHEMBL6412,1.74,COc1nc(Cl)cnc1NS(=O)(=O)c2cccc3c(cccc23)N(C)C
CHEMBL1945037,1.11,O[C@@H](CNCCc1cccc(CNCCCc2ccccc2)c1)c3ccc(O)c4NC(=O)Sc34
CHEMBL110940,2.74,CCCN(CCCOCCOCCc1ccccc1)CCc2ccc(O)c3nc(O)sc23
CHEMBL403225,3.53,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc3NC(=O)Sc13
CHEMBL20969,.54,C1CC(CCN1)c2ccccc2
CHEMBL495841,2.2,Nc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(cc3)C#N)n1
CHEMBL180155,3.1,CS(=O)(=O)c1ccc(CC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1
CHEMBL385723,1.62,COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCCCN5CCCC5
CHEMBL186720,2.53,CN(C)CCOc1ccccc1Cc2ccccc2
CHEMBL1191,-1.33,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
CHEMBL412142,3.86,Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl
CHEMBL2059860,2.81,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c[nH]cn4
CHEMBL261713,3.23,ONC(=O)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c3ccc4ccccc4c3
CHEMBL231450,.74,COc1cc(\C=C/2\SC(=O)NC2=O)cc(OC)c1O
CHEMBL193093,2.23,NC(=O)c1sc(cc1N)c2ccsc2
CHEMBL450061,2.79,CC(C)CNc1nc(nc(N2CCOCC2)c1N)C#N
CHEMBL1223456,2.86,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc(CO)cc4
CHEMBL1209656,2.84,Fc1ccc(cc1F)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3
CHEMBL2178284,2.87,CCc1cc(O)c(Oc2ccc(cc2F)C(=O)N)cc1F
CHEMBL2171015,2.14,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)S(=O)(=O)NC(=O)c4ccccc4)cc1Cl
CHEMBL339851,3.07,OC(=O)c1cc2cc(ccc2n1Cc3ccc(Cl)c(Cl)c3)C(F)(F)F
CHEMBL550436,3.49,C[C@H](CO)N1C=Cc2c(NC(=O)Cc3ccc(Cl)c(c3)C(F)(F)F)cccc2C1=O
CHEMBL1916538,.5,COc1ccc2COC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL266128,1.26,Nc1ncnc2ccccc12
CHEMBL2059380,2.91,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3OC)C4=NNC(=O)O4)n5ccc(n5)C(F)(F)F
CHEMBL257006,3.22,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3[nH]c(N)nc13
CHEMBL1573309,2.7,CCN(CC)CCn1c2ccccc2c3cnc(N)c(C#N)c13
CHEMBL1618018,-1.29,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(O)c3ccccc3
CHEMBL146855,.6,C[C@H](N)COc1c(C)cccc1C
CHEMBL340978,1.3,CC(C(=O)O)c1ccc2oc(nc2c1)c3ccc(Cl)cc3
CHEMBL593196,3.6,Cn1c(CN2CCC(CC2)c3ccccc3)nc4ccccc14
CHEMBL605114,1.5,COc1cccc(c1OC)c2ccc(\C=C\3/SC(=S)N([C@@H](Cc4ccccc4)C(=O)O)C3=O)cn2
CHEMBL572016,3.3,Cc1cnc([nH]1)c2cc(NC(=O)c3ccc(nc3C)C(F)(F)F)ccc2Cl
CHEMBL134194,3.29,Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl
CHEMBL470916,2.25,Nc1c(nc(nc1N2CCOCC2)C#N)N3CCCC3
CHEMBL1778868,1.61,COCCNCc1cncc(n1)c2ccc(F)cc2OC
CHEMBL256985,1.14,CCN1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1
CHEMBL561426,2.98,CSc1nc(N)nc(n1)c2ccccc2
CHEMBL595134,3.22,O=C1N=C2C(=C1C#N)c3ccc(N4CCSCC4)c5cccc2c35
CHEMBL489340,2.95,CC1=C(C(=O)c2ccc(O)cc2O1)c3ccccc3
CHEMBL1783275,3.77,COc1ccc(OC)c(c1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC(C)C
CHEMBL445565,1.52,Oc1c2ncc3ccccc3c2nn1c4ccc(Cl)cc4
CHEMBL2335895,3.1,CC(NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL380005,1.88,CCN(C1CCN(CC[C@@H](c2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
CHEMBL2036587,2.9,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4ccccc4)nn3
CHEMBL1381989,1.29,CC1(C)CNC(=O)c2sc(nc2C1)N3CCOCC3
CHEMBL1200374,2.98,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
CHEMBL468970,3.25,Clc1ccc2OCOc2c1Nc3ccnc(Nc4cc(cc(c4)N5CCOCC5)N6CCOCC6)n3
CHEMBL1079590,3.72,CC(C)Cn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3
CHEMBL487273,1.27,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccccc3
CHEMBL278078,1,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccc3OC
CHEMBL467399,1.67,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C
CHEMBL573108,2.32,CC(C)(C(=O)N)C(=O)NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br
CHEMBL1950843,2.34,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N(C)[C@H]2CCCN(CCc3ccccc3)C2
CHEMBL1223458,2.29,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccncc4
CHEMBL486504,1.81,COc1cc2CC[C@H](NC(=O)C)c3cc(O)ccc3c2c(OC)c1OC
CHEMBL475817,3.26,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(c3)C(F)(F)F)ccc2Cl)cc1Cl
CHEMBL698,2.11,CCCCNc1ccc(cc1)C(=O)OCCN(C)C
CHEMBL17860,.48,CC(Oc1c(Cl)cccc1Cl)C2=NCCN2
CHEMBL1916287,.4,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2cccnc2)c3ccc(F)cc3)C(C)(C)C
CHEMBL1917456,-.98,Cc1c(Oc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O
CHEMBL1078979,1.48,c1ccc(nc1)c2n[nH]c(n2)c3ccncc3
CHEMBL1829246,1.81,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4
CHEMBL270995,3.19,C[C@H](COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C)OC(=O)[C@H](C)N
CHEMBL2346968,3.46,Fc1ccc(CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)cc1
CHEMBL131842,.89,Oc1c2C(=O)NNC(=O)c2nc3cc(Cl)cc(Cl)c13
CHEMBL339898,1.9,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3cccc(c3)C(F)(F)F
CHEMBL472151,2.7,CC[C@H](C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1
CHEMBL1219,-.69,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
CHEMBL2207282,2.17,NS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2140153,3.84,O=C1OC(=Cc2ccccc12)c3ccccc3
CHEMBL267144,2.03,CC(C)[C@@H]1N(C)c2ccccc2C[C@@H](CO)NC1=O
CHEMBL170307,1.78,CC(=O)NCc1ccc(CN2CCN(CC2)c3ccccc3)cc1
CHEMBL14121,2.93,COc1ccc(CN2C(=O)NC3=C(C=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C3=O)c4ccccc4)C2=O)cc1
CHEMBL57990,2.9,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C
CHEMBL1835911,2.5,CCOC(=O)c1ccc(COC2CN(C2)c3ccc(C)nn3)cc1
CHEMBL1475,3.47,CC1=CC(=O)Oc2c(C)c3oc(C)cc3cc12
CHEMBL2036758,1.62,CC(C)N1CCC[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1
CHEMBL1272,2.31,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O
CHEMBL1668935,2.7,CS(=O)(=O)N1CCC(CC1)NC(=O)NC23CC4CC(CC(C4)C2)C3
CHEMBL1721722,1.97,Oc1ncnc2onc(c3ccc(F)cc3)c12
CHEMBL1917432,.58,Cc1c(Sc2ccc(Cl)cc2)c3c(cccc3n1CC(=O)O)S(=O)(=O)C
CHEMBL2325738,2.5,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCO)c4ccc(Cl)cc4
CHEMBL1385850,-1.08,OC(=O)c1ccc2[nH]c(nc2c1)C(F)(F)F
CHEMBL71,3.37,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13
CHEMBL1172929,1.69,C[C@H]1NC(C)(C)CO[C@]1(O)c2cccc(Cl)c2
CHEMBL2325704,2.2,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5
CHEMBL2178940,1.4,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](Cc4nnn[nH]4)CC3
CHEMBL479447,1.71,COc1cc2c(Nc3ccc(F)cc3F)c(cnc2cc1NCCN(C)C)C(=O)N
CHEMBL570015,2.69,COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c4cccc(c4)C(=O)N(C)C)C(=O)N)c1
CHEMBL179242,2.78,O=C1C=C(N=C2N1C=Cc3ccccc23)N4CCOCC4
CHEMBL1439795,1.3,O=S(=O)(N1CCOCC1)c2cccc(c2)c3cn4cccnc4n3
CHEMBL1669159,3,CC(C)Oc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5
CHEMBL112866,2.82,COc1ccnc(NC2CCN(CC2)C(=O)c3ccc(Cl)cc3)c1
CHEMBL523829,.92,CN1CCN(CC1)C(=O)c2cccc(CC3=NNC(=O)c4ccccc34)c2
CHEMBL1950732,2.12,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCCN(Cc3ccccc3)C2
CHEMBL81324,1.94,Clc1ccc(cc1)C(N2CCNCC2)c3ccccc3
CHEMBL1682814,2.4,CC(=O)N1CCOc2nc(OCc3ccccc3)ccc12
CHEMBL2031464,2.25,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)NC5CCC5
CHEMBL2035021,2.8,NC1(CCC1)c2ccc(cc2)c3nc4ccccn4c3c5ccccc5
CHEMBL1302851,4.13,CC(C)(C)NC(=O)C(N(Cc1occc1)C(=O)c2ccc([nH]2)c3ccccc3)c4ccncc4
CHEMBL2088101,2.8,Cc1cc(Nc2nc(NCc3ccccn3)ncc2Br)n[nH]1
CHEMBL454,1.48,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O
CHEMBL2312487,1.81,CCOC(=O)C1=COc2ccccc2C1=O
CHEMBL2335888,2.88,CN(C(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL1916277,1.94,CC1CCCCC1NC(=O)c2c(C)nn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4
CHEMBL218468,1.95,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccc(F)cc34)c2C(=O)N5CC[C@@H](O)C5
CHEMBL1945040,.15,COc1ccccc1CNCc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)cc2
CHEMBL306835,2.1,C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)NCCCO)C(F)(F)F
CHEMBL1289110,1.33,CN1c2ccccc2C(NCCCCCCC(=O)O)c3ccc(Cl)cc3S1(=O)=O
CHEMBL255130,1.42,COc1ccc(\C=C\2/SC(=S)NC2=O)cc1OC
CHEMBL2163581,1.5,CS(=O)(=O)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL480825,2.9,COc1cc2ncc(C(=O)N)c(Nc3cc(F)ccc3F)c2cc1OC
CHEMBL1489611,3,Cc1cc(C)cc(c1)c2oc(SCC(=O)N3CCN(CC3)C(=O)c4occc4)nn2
CHEMBL1809197,3.2,COc1cc(ccc1Nc2ncc(OC)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C
CHEMBL2031160,.33,OC(=O)[C@H](Cc1ccc(OCCc2ccc3CCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl
CHEMBL2088096,3.1,COc1cc(CCc2cc(Nc3ccnc(NCc4onc(C)c4)n3)n[nH]2)cc(OC)c1
CHEMBL2030449,.85,CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NS(=O)(=O)C)cc2)N3CCOCC3
CHEMBL261849,2.27,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1
CHEMBL349803,-.94,NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc3ccccc3)C(=O)O
CHEMBL53366,1.79,Cc1nccn1CCC(C(=O)N)(c2ccccc2)c3ccccc3
CHEMBL1297,.71,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
CHEMBL1917435,-.89,CNC(=O)c1cccc2c1c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O
CHEMBL198750,4.1,O=C1C=C(Oc2c1cccc2c3cccc4c5CCCCc5sc34)N6CCOCC6
CHEMBL2335879,2.01,CN1CCCC1CCNC(=O)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2
CHEMBL1307677,1.94,CC(=O)c1noc(C)c1C(=O)Nc2nccs2
CHEMBL1809201,3.4,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(N)cccn34)N5CCN(CC5)C(=O)C
CHEMBL1181881,1.77,O=C(N[C@@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4
CHEMBL442995,3.8,Cc1c(c2ccc(O)cc2)n(C)c3ccc(O)cc13
CHEMBL453655,3,CNC(=O)c1ccc(Nc2ncc(F)c(n2)c3cnc(C)n3C(C)C)cc1
CHEMBL399539,3.77,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C
CHEMBL1779016,3.2,COc1cc(F)ccc1c2cncc(CNC(=O)C3CCC3)c2
CHEMBL314566,3.58,Oc1cc(Cl)cc(Cl)c1
CHEMBL17370,2.97,CSc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
CHEMBL32,-.18,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
CHEMBL1683030,2.63,CCOc1cc2nnc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4
CHEMBL1423809,2.8,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(Cc3ccncc3)cc2
CHEMBL1257457,1.92,NC(=O)c1cccc(OC2CCN(Cc3ccccc3)CC2)c1
CHEMBL1650734,2.61,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(Cl)c(n1)N3CCOCC3)c4ncc(F)cn4
CHEMBL481312,1.1,CN(C(=O)C)c1ccccc1
CHEMBL260200,1.53,CN(C)C(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1
CHEMBL107,.82,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C
CHEMBL244522,4.3,CC(C)(C)c1ccc(cc1)c2n[nH]c(NC(=O)c3ccccc3Cl)c2Br
CHEMBL1683689,3.05,CC(C)[C@@H]1N=C(c2ccccc2)c3ccccc3NC1=O
CHEMBL2171022,1.09,OC(=O)COc1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1916535,1.04,O=C1COc2ccccc2N1CCN3CCC(CC3)NCc4cc5OCCOc5cn4
CHEMBL445,1.58,CNCCC=C1c2ccccc2CCc3ccccc13
CHEMBL639,2.46,CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O
CHEMBL1170522,1,O=C(Nc1ccccc1)N2CCOCC2
CHEMBL119247,3.2,CCn1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13
CHEMBL186791,3.2,Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccncc5)cc4
CHEMBL99948,2.6,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(C)ccc3Cl)n2)cc1
CHEMBL1735467,2.38,CC(=O)Nc1cccc(OCc2cnc(Cl)s2)c1
CHEMBL403569,3.62,OCC(=O)N1CCC[C@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23
CHEMBL347164,.2,COc1ccc(cc1)c2nc(nc(O)c2C#N)N3CCOCC3
CHEMBL216105,2.59,CN1CCC(COc2cc(OC3CCOCC3)c4c(Nc5c(Cl)ccc6OCOc56)ncnc4c2)CC1
CHEMBL325245,3.29,COc1cc2ncnc(NCc3ccccc3)c2cc1OC
CHEMBL1221551,3.53,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC=CC4
CHEMBL7568,2.17,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13
CHEMBL1705098,4.3,Cc1ccc(Oc2ccc(OCC(=O)Nc3ccncc3)cc2)cc1
CHEMBL1682808,2.4,Cn1cnc2cc(OC(=O)c3ccccc3)cnc12
CHEMBL108667,2.8,Brc1cc(Br)cc(COC[C@@H](N2CCNCC2)c3ccccc3)c1
CHEMBL817,.01,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2
CHEMBL32571,2.6,Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2
CHEMBL1721725,2.33,Nc1c(c(CN2CCOCC2)nn1c3ccc(F)cc3)c4ccccc4
CHEMBL403656,3.32,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=Cc13)C#N
CHEMBL16687,3.98,Nc1nc2ccc(Cl)cc2c3nc(nn13)c4occc4
CHEMBL1916533,1.78,COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2n1
CHEMBL968,2.38,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13
CHEMBL2035027,3.6,NC1(CCC1)c2ccc(cc2)c3ncc4ccccc4c3c5ccccc5
CHEMBL2338347,2.58,CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC2CCCC2)C(=O)Nc3cnc(cn3)[C@H](O)CO
CHEMBL1917434,1.61,CCN(C(=O)C)c1cccc2c1c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O
CHEMBL217904,3.14,COc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1
CHEMBL1144,-.76,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12
CHEMBL2208423,3.48,O[C@H](CNC(=O)c1cccc(c1)C#N)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL227198,1.1,CN(C)C(=O)Nc1ccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)cc1
CHEMBL572823,3.19,COc1cc(Nc2cc(Oc3cccnc3C)ccn2)cc(OC)c1OC
CHEMBL300663,2.67,CCOc1ccccc1c2ccc3c(c2)C(=O)C(=O)c4ccccc34
CHEMBL1718354,2,Cc1cccc(NC(=O)NCC(N2CCOCC2)c3cccnc3)c1
CHEMBL2164684,2.99,Fc1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL475387,2.15,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4ccns4
CHEMBL1829416,2.56,CCC(N(CCCN)C(=O)c1ccc(C)nc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4
CHEMBL2086672,3.7,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C
CHEMBL728,3.92,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1
